vendor,pickup_zone,dropoff_zone,trip_time_by_sec,pickup_time,dropoff_time,fare,tips,total,verbose
blue,6,1,3535,2020-04-17 12:24:22.364919,2020-04-17 13:23:17.364919,106.05,10.61,116.66,4ZoLanubFR0NF7vefSL1yUUSdZGHKEAQvtVRYYdRKIeIyuskMlIhVnfP18xMMLMciqxFiBjQF5k5s1d14EOiH1iXyPL9aSmdDIChlSOZGgEJgxUfWS4V4Xl8lxBQYZ5aoXLMNvWgO1SbtpUzlDin1qRnddECbqxkpbwvmh7DjDEZjAScUa8ff0VfWXWPCCE9XhC9rumppREs321A5S8kUjhLP0phwX8QhczgTGbtCR6KJfSmXGgdBBbvEdEF6jsg7YNZB3iJzeQyIu6sTVSmsJGvnFg6jDIWo4dbmGn91CmktHUpGCQKM5O22vvIzt7u7QjE2gwBD71gqPyV2usnBgyAWwK0RQ6E4hBGJbEcrKm8xuFVBWsEktVjw6l8TYvJC21To5KXQm6R1FFGogeOCwJIsKLWbT04tgDkhOEqUaNeOPJYLFOZkGO8fSV5sUPjpWDm7WDd6Z8mdKPPkGTdTvIsHvBcdFn1PrscNImUVObF1TtnMbvb6mJK9Dujt4OdeESMkZcvSOCwZ3QkXDQoF4mydPv00aeJHlK8Fmi2pxzkeZ5yrYej1nxLxESMm8WoXaWHyF1cuVHDehml3jXMfe0nEKrulZZPtWEtcRc3TNx1KaAWmEEFj6UbCy9DNpOaAH5ok01x6DBuSd9hkatTYYtnCM1bDSRAqcyd3ucGdpHtB5WFZ2bTMc8yy8y4pwBpAykhWGVVgfZnwvar8mZHctRfHUvM8XTu4NsjVmVQX2dSBbiXOckjx9zkNiNbEov6
green,17,1,1436,2020-04-17 12:24:22.365982,2020-04-17 12:48:18.365982,71.80,5.74,77.54,BiCQCIZdEoep46TkngxqFgYDsYCfcEDled5Ab5X3wgdKHltDznDPqMHEvjtbyvpI4ReatcEJDM6QyEfXqg1IFnIHgchvFw8UhKU4WsOBBuEBTHHM4xilNDnTXC534NKTyU80w1SfMRva3xWZPaXzELLBf1QDnbLlF4sRx8tto9WswI1fBcoH6ZvLnhJSYAfoI6Joz547nqdL3tI95C94bvTqagHEEbemip7bh2O4JQ8ZBhxpgOhLnQDfw9j4hjHBlOI6fncx6wJxLqhckFxAgmjXaw7yYmY5oJDHrKeK5rTwt0jPVjV5jttCAbwKvFKNKxUxwsPKtgPqqdLRdiOXNcIWe3q536qwatlX8kLsecRFFsKbddPNAJKECLz4tljSdPlDnHrQw9m7pJBa16BDOYUxzn2huFSDOPA99D5e2KtANXy7hLngd04LUCbIo96hDl7NnRjn582cqHGKpNLoUWEVhks7C3p8V00hlVxZqL5WHElAkd4u9Ia3PRiAawVrlIWX0TtHr7wPUfua6E3EhRlgQDtBZ3Zd1p5o8aF5nUXdg6YWZDrkNbjK8hNNklj6pejsbvtrLhMIpRz2Wd1KnttAwy8LZkGU9NTqbojnmhvJz6MwFkvkqT1BtVbRcyjtjJ9XcpSpdGeTtbJKeXdfAc631XP63pQGvfkH5TQPD8vmqkBrMmwxytSGpi0RngHBIsABrcQ0dCaD5Urfty2V8LSgOiQmswm4UXu4jAfqBKxXKGpzWVqhwmVLRfIDhjJD
green,1,7,4402,2020-04-17 12:24:22.367209,2020-04-17 13:37:44.367209,220.10,11.01,231.10,HJvt07LMH1FPK59o1iQfzyFw3Xf70SX5LBXtNmeEQrutVEvg6ckZ7a5hxzkeHYP1oehfjdGJemKPlYWRSjhiTRYa5knCWZJwUXWOm91KSkE4rvTsGvfaYuRM9shEwcYkXq8gQg2zZT5WnmOSxBGKiguEMGVOESCHBsJBrmYHVvDB4vNvr4CGBaVoWAi0dY8kGMXzMY16CbX9oUGsA7HiVHhUtKgB0nFAlJ9Gy2VOtrCYCdvDYlANhVLKF9t48x511xRCIJojyLqFIvhnNNMML8SSuJjWDZsnRntIqnJeM0qbTkuAMDdVT6dJoO1j8jrz1uXVd4WaKHyB9tqiAOxR12nNe5ChaxysNKzqpXgKEigdw5WzAA36fZTMTviwPzzxQxipU3adUyZWF3ZDJexrlhzLBCuBbFi9FCWFIWimorPM5oYB9It7oc5pJtLC47YZRVz7HJBA8T5BniGKWPYc7Tr9NST1BgZeiB5GXkOOlwtQyrxaLmhSXWGDP6l6HvNZ42AoXHQiyvqPdf0sTJ4XgxMNZJ4ytMOks9iJ4OGi57Fb9Tk2FDUHfdTuahJcFJQ4rHHpE79bKKcMXNX3NflfDwGKnoCnvYd8waFynKiQyEzF35yhFCEkAwlFud5QYgZ8MM5X5SjqJioo8DCf3dAPPgsUDIbNGwHpQQDxWuuYQYsJhch3gaTVFFdZymdL6FsW3Lx8u8ZRpDIuwxuZTkkELEpjGKzYo8WhPJVYItxHWseyIB7t4OSDitpz1tzdO1p2
yellow,13,8,3453,2020-04-17 12:24:22.368210,2020-04-17 13:21:55.368210,138.12,8.29,146.41,Um828Z1DiBoLscWDj3g0Y3Px152JYRkNTggvWSsVyyFKuxPGxXitiEyndrJDW9BIiOzxGUzjmLyULPvGFW1Wo4CIKBCmbVhcmL5q2c2V9bJgTddQGkB5KQV4V1drHrEE1tMVQQ1wSkaOCNwQDzGawRjy4jSc56e7q9rDjs9vrQ7CiDddg1UjhuH9swebJkWyHbjOsJZQJ5EMs8ToDwZxAh2o6BRRASiSdNa1HeX5MxFS66EcXEolwV6aFbgQVDsXM3K0Nx4Wuio0n834DjDUgwNQkhYM2ZZdBRzZeUi1LDtOfG70RgaKsqx68ehhRJX85fsMvSli4ThGtyNO996Jgaf3T9HIC0pTJJNkSfaAeXq0pLyEXw8EAZA3tY13EfGtxPN9SO6G7Ue5ZzCbyD1exugzSOni2UXqnT00WIqJ03CbiM6Q2rBUrHyxEOU5wG79mgHF5FlEm1gVOT5yzLGd2Qsql6zZPKn2ThGyFq56UP0r1ert0uXHL92ZIccOL3BhUxAa28c2tL6LtcdZEcYjX8hOTDYy7x9Ao40dTuMi0kWAFp7Viw0YjWP8DP7QRT5BW1QR4OrkmugaRNvt1TGct3f5Itc7qOwgvugDnn6sTAbf628SPXal5APMrnbYM8juWD80DEvSOxNd1fMGqm4h5bp96qoWVUCry06BXamTYwBsPfteRjJtxz1BVSTrQwBGvufXbOhGObBPECfVHJNv31aUO3zJxpjI8PFUQiZsNOhefIFdVBdet68LLaFhKxRY
blue,4,7,4208,2020-04-17 12:24:22.369260,2020-04-17 13:34:30.369260,126.24,10.10,136.34,wowlbHZXPhTMzEtXHFNc0K8o75i7q5C5GYa0a0pToc2fiH4CKQqr3GI2FI1dxsKSz19TeQV7TlojqlXHkMQThxorj4nsXP2cUEgad90GNmqbXpVVHH1pg1wx5g05iiLJ2wZz9yrqFlEmu6Pu9iO2TnnH4iDW2hHKcWoYNyzOnFbLwbjHkzYQSeM1u7Fpif05cyWoJGsycaPzKEJPGpXQS5jNwOAiG0ESE8IxYLY0VdbOVKeWQXNAsEXICzc6oAuXRxAsNE03Tbp3k6iJQUuPceOqKffe2kDIN8QYeVqFYgbYOYJOFc2USlFmZgyXJOCFmpKXOLjbA6mv2Uw0c2O3RtNiuRmWWWvyh3dms4mRpaMZLQfom0heGLdb7SIo7Ef17n8XD2E2WcyFH4PRahA4DYoyO96DTFcwJLH3h4nH5Lac92unbhZxemdJfPaPDzJBaUjdL4PCIxL57gnZEDhf6x0wnvgBd4qEa1ZhznxzHELdjoGMEhOIbItIeuEz4sK62cbNOnqwnSCwc4k7ZKR99TRsFCXDr5muoAtuDiod4fzpfAvBpeTCQH8HsyEIvJQXmYT6keVDDsBkm9Y2I93VrnAhNJY4PpR9Sm0zmDXQZokBVEvWdIU05nAz4R4tPJwByk09KgkWGNJAhkD7R8M044UCkJADVTe6UqEuXrQ5yaMD37ILyknC7hf2j3HYhQjBAkgqFv7EfPYJChL5g8J4icQXtStAkwlhlycD6tialeWKcM6Wje2IBKEXdxgJnVyv
blue,7,12,6999,2020-04-17 12:24:22.370310,2020-04-17 14:21:01.370310,349.95,31.50,381.45,PSIYcRPqDXqyKP7aoLlyJcwf5uwkVKSFfsLrzd4w7yjKRAAVq5A1AmjBwfk7sBl5xkwTlUisNOi0JYpSTsqgwihj9i50YOxYogKaF4Oz0jyO2vhYeI5JSL5VDH65iGbFgIrgBT2wSh1LHlCW7bcVEEEYzAkMHqSAepriSaAtoQArJdo61f8lQHntF8e1DX880KewisVsVDW1oKwVusWFov2ZZZ2tFvHsPzUOXxJDLPECPVDV0EaCK1NOh1OW03kvJmbPKKB9gQJdZBM1X0pGgjUoM9wunZkqLmDOucYLF98O14kCGtJxb60hQz9fMTlfT1KNQE264zgIlM76hrYgyb3kY7deO6bAbHkni0pwZgja5rh9S9MTLvGlMrHFaDq7CRyhHnoSZFoSHaP8XgMrwIK2kyMn9Lwcco3h1kx22JdR5S41lh0f69bYPPaQiwDLp7ML4dbjhSTdvHYL0rmLN1gWprHT2z44R75gEhF6IqeuB9IYhwBSrmeqz0DhJXcXDPKVpmeo6BwyabBgpAYTEqWoVH9XDKqU5qZG3vlWHyHwPQnLcGnHmTOBq3KSboac5IXadiClqgBuaC9tTMzaNYbK9GS3sVpn9fblPl5418elaUOPKbOHzdbP58mriF0j7ZxZfkTpJnxSmhKLhNRwoBCglyKAUDsrQGdS3OQlGzAaUv0l3eT7msjdOvSNDwkyjOq9AfsAyEuQnaFC8sNoNhgZDh2AxGgEPutDe2H7PL37oIqcZSWMtuY8zlgkigI0
yellow,20,14,1806,2020-04-17 12:24:22.371352,2020-04-17 12:54:28.371352,72.24,4.33,76.57,pn2YaNhDyghFAfS05DvpuFOFKftFAXgLMKzwoEV3DhXVqYhhlZoZY03eRvAiiBFkFVuCuETjN7UMfM7C5RMnymAi7A3wTkXsNspuaNPP7eBrlnBqOrQ7sxFhHEjnGmWdL7hALB9liMe6tPYdHcvhecT5nAbOGOUF8xPbAEQDEWP99hcRNUCwb6gRPbCk0jjBD59VTmkD7NE4tP6NdeDrMAC51512Rng1Y1WBIzpEQGCiAloxtzZke3mIGmz47SC9Qshaca2C2Jhc6vZgojuQ4dC4iu8sjw0ULIUbZGBJ8eaOfVZXpvvuHEM3ldeRGJgcDNt3sTQAihKj44TjAwI9DZ1J2Av7GzZ33Xv6eTYbcu7YofGZIgXiVil8OZl0FPzmh2WuBQsBCmTSey01uz9UMQj9C3iklWJE2VfLtgadj0vqRzft4Fo9KtHLMOQQlFxLQCRIQt36J5BJ5PKAmbK6tmfsCprcUayWodQ0O4GaQCFfnLECfYZDVoy8kw8Wy5Tif3chCGAx9J7mTztTGPmSIiq3h7Gw7VnesOyBh0VsxkHXwUM9VtfXEuoscZfxBSKxRnA5tESRE4WhAirZsDnYinySkceL9PdzKj7dAGZkaxvgVbQiTlpST3lq24CVIDmU7Y4AJFSO8ieTzO0ytIiiF4mdu3xy1T2bBLpaNzxvbsGbVUxmEBAFq1G513GlTfYAfRvrKKFYrjx7z2ooAQIO6CXdhwaSuK2ypkZzFMeVNzcycAB7kLds9TffLSor5A2B
blue,17,10,6456,2020-04-17 12:24:22.372398,2020-04-17 14:11:58.372398,193.68,17.43,211.11,SEQgx3JYjS17ZTBZr44K0kQqaWvUwlvML8IiSpPghxANbJatMWN1OhXIDd2sBPDR7mqMUm8WZCJeZctRApuu5IJ662f4SOOVZD9mAorvhSch8aJRsXlaiQbjcpREt2GDynAHiToIcbKl8InKcjI9bn396mEZKfDNfy79OnmdEdKcpC8THHokYKoBzExYy3Doq2JMD9KzAqnAd0WbNpsGzyj3faoM1CBW68i9N1t7SaVYzvynfYkk4y5PR1RP9W7RlhEWdYzVqqQGSnpkKKoBsz4lOT3eley9crQjznxvACsHNRlWJAVhX1Y786ckALhJs1fWLrf3mFfvH0nukfS28H5bUL9eVQ8my43r6xxT3zfa6tK0sDjHmIdgIqC7Z0NzfTEo7tfUth7RQN9JWQkDGsyHw9mBciu5ukAKw0z7VTQsM1blsSWhNeafsS54ui8yC35j1gp36J0bJeaP7dJWKPtyVJh1UiNzz9QSH9iTnI4HLZwRuXanC70swLcj4hGtZuT1NMSCm3fcG7NTyvKzf8YR3vKVb9ryJFVSbeCZ4TYnn5Zs9SH2NyWTpjDvOGRviqLF0mSztdi87IgRGxLe1T0X4mDywMAtX5icfYPKDyS4pKkaXhJacdlTh14lnM3mMbocAnno7uwDJJNlNpxabJm5GIsbnQPOw6v8kVCj3EzhlSk84azM8Yv7Tp1u4lwV4QMQO3N6TN7sNiZ6ITl4Oxzt3MExENQCaxN4SRSj2Z3JviRkMjEDyVAcNHVjVrhX
green,12,13,3547,2020-04-17 12:24:22.373444,2020-04-17 13:23:29.373444,106.41,9.58,115.99,SS0mq4LmUdPa6R2ggKp6hqL9Je0HckHGo1CCX5bSqNsUqxAtLuiHWcRKMBdHtd6KvQpIlbKP2ltXE4GCdBLZpXyHolYayJwJyskQfkhFOKzD8TurhQgOZWYjpGN06w9KjkTjT27mEEQEXLvNfiv6BRyxNcPx5VUtOzqCUrJrOkIZtrVNZhqLtWR1dLLwFyprJZO7fLv0XjfQvsf7aC3IbHEmXh5bJ9A5Szfm3B4fKRq98gyYuBaoaU7eeMdlgmg4dlMrnP22E6hTCGevxnnDB6kmG6yu9RJKIIvCTnzx0xTbra4SeD5HcB48Mkv3T4ENihkMsUy4zcS1D4z8ABPfmehGv2AHqngkFYhaNvOwSV68fx4WfjLrkCfoVJkmQwhniAUtGjRHfmZHldUZD7qAhWs7Dwwyu31kWCCh5q5qMHfxfS8tJGsb8r8CeMpElrnaOOpDYFO9MwxYCgY8XSztJXpO03yzP8xpoXmpfh2fyGNEkw0PiuCH4qwyERAT2YGtDGgvbGQRdr8pSzlaKCG5DhwCl150HaHmnMjyhWiRLPnqYAKfHbzJ4y6gkbYFXr5PHF18cE5gk0aYQgiJ02yx3B8VNw3HXxpn0ix91TAQtC49sXelsu8nYIBYRW1sXklwY5Cu6JcC2MPprt3Qg9NWEqIW4jwNiBht8UhoEmT2zwWjJux1SiTuV0RNudLReEYfO5t8AOc6eqoW6SnilRwdJYWWtJr7nAVBjErS3IZJ8JKlCWJKHJf5147nWWjv9z0h
green,9,6,3454,2020-04-17 12:24:22.374499,2020-04-17 13:21:56.374499,138.16,6.91,145.07,QEr9VIBA1CtoSvFmPp4OLasdJfOceAkAhSDy4STXMHbpVO3SWhgMqXwo9aH8I997swmIDMzfuWkZrHGioehliDD6LWSiMyM2XZHToIOSeWt5ciZDTniz0PvBoLWzzHeik0lcUoYrdZPOGZh39pfWHkrCTdQ50sR7fBthNw5cbsiUPcf7sKzf1QlBGf8CksU042Du5fAYRNkiCvT8lc3CX9DgOvBiKpdAPsX3MQXXmvB20fOUWlHheoYUxCUPWSY4KVH9JqV079blq4p14qgvjoKsszEj4gs2VjctAHUpvT8jAC8cPSMgetXIhmK8bcSob0ZEDR6mRusfxf9sAL8F08nSOt356qMJqpwBi3dlJb9IfkAdGkCekW80scLa53o0knhvnklRqQjbWkwvgdqWnkxTj2bhDkwQzjEYvyhabOocKPfm5aT0nRdhYiaMGf25LPcDjm67kCSDszxlCjyVJFqIkppMW2nqlLtiz8ZUs2YfHKOP8lgl5cVAhJ0yHhzuF8E9vBX6mGyrwd6M7v9lsMMSuJS7SzHpk9gwGsgFgfCP8wHNqG9HdIj0KDXBxtSR8u4Sefp8SrPKCUW1ADGzMqJj4e0NEgIGL5bHfn4HwFa2iR5yX5E6lY41LyyarDRHb2ekPWJ6XbTK8apq1hfKmAfSIRyAXUYr5pq9XN09nF4BEB4YfxW0Xo7VBBqpUbfFCQy3sQB5eXmZLDub56s7SSZMRJKvTrAZ4C1PJbO7rDPegadK2zN24Vl92IfkQ7Xj
green,18,10,7174,2020-04-17 12:24:22.375543,2020-04-17 14:23:56.375543,215.22,17.22,232.44,KkjAVjBd07XCFQVQsUWo72EIQFPXRy2ROT3KsV8EcTC5c5EFhdIyKGKMSti2uPS135yoGhCY89KzwpzFbDtvwFZDIYjoWFdexhHM4p8VkbUHQSvapQthRr0hufnarJGNF9f47uUf2BRkL4QqTISsEViRrid7Qn9pjTghr9hOEraj0N9WnXzf5WKC4w1cgtzMW9I3nQOsYDIivBUU4SckGJSXubgchVRfSPZUltZCDQZWg6noj5zdMEeGrbvDZvvCR3gkNXpPtIbtow2stiifx0BSNPRiAe1yhIXXZkWNnbBPbBhmpKJDif4pJSN9RuomoWPYNtrBYSk3f1XxED62z9Gn1dT0qHYdJhGAql1cFypEkPnhNe7cSazdDU9C3vsIcdIkkAssERTK71IWe7pKnWuOPAObt7MQZf8KLub4bEXm8h5XTwcRqRAXs2clZsssNSi5bLAdLvX2K33fAqfwl1L2n6jRNvvSyuhDXo7V86VrOk5fSLASr6mYcY34WfPeSUdTGllwEIqbQQC0dEwtCCz1HghjAfXuXut3mwrTR6dCfZ6Dq4Ptywsx8roPnXH4wELMTovMt4wEblLewnj7SAkQml9UQzu68G00oKxqaVEHTWAtTYDf67QWlx5YzBCZCQoDBucpIR034fNYUukPJ3yDBxwXNgd4dUrDGHmx18kidtOLrPPegQB7lcmevjWJBoFcvQZR3miAo81wkLHPgRyt8R6L6EAKZdY2WJ73BdZI1nhxkLSikSWwRjMWSMET
yellow,9,11,3447,2020-04-17 12:24:22.376607,2020-04-17 13:21:49.376607,137.88,4.14,142.02,zDN7rwEjU8xkOvetpjgeshFfNrVZUqrMxTle3Mvljf9RdOYP5Cm2uwPqzuYqASBdk0ITCtPZtPBg7M9VyIJpZ4F26sN198CpZUKhYhkta0plhqr3HR3GrK7mOBgo5tQ8zyoUMuGF8dO15DLACPJU9oaLprvydteEkVL6dMcmsMU441dXbgyYklpSTxwWmyMs4DzIzECgyMiYgQcTBxgvRP7NwJDGZftozuSMGJKmkMLSk381lyx1ic5SYwUlZO73LN5u17Q4m6RXKMjiwiAWMJ0DhSaZ4VE0NPN4gANLz1kNvGivQ0vYkyqhkfj79wHy4M7kgxY0hSbFGZdrl5fxDxxPd8oQmGdlcp6drwtTuNqQ30Cf7yM3fQOVNy8f28QK6PvHSkvz2NLqwNM5xL54uqNjNeqUWrYWr9hO7Uao2swOhyNHqMGwJZqpiU4NNUqg8qclJ77urlnex5GB678n1x2FPentWSL1kVQK5IcKCNeouze5FSm72fWacU3MMT12Bgl3YMVV2sTlduPIof0jR9VVafLGIodN7yI0Hkn4fPBmV6ErVyDVvU8TxBvSd9sYZrrI3UnSsvrQHiSVSE1Ivzee37vJayET9eICbuYDfeihfOlQwUgAB0agfWr6SYzVotG9ICxGFLqIxJ7Odp4keB5TubuZiNJa2cc2wqdbSW5ukNiP14WfvfolnoIa4Nj65RPu91XsBXhhDmwdY3agIqjKmLAqxXhZB9RGdTH5hpKAdmeq3bxZICpXqo7uzD9f
yellow,6,5,2918,2020-04-17 12:24:22.377606,2020-04-17 13:13:00.377606,145.90,10.21,156.11,cy1Sm95sjMGgtnptwsnFCE3jldZ8D563pW401rrXPqsrOTJa0DAwb1ENkbcqZj1eM6DV4A0WLKhysyzD4huLEaRR6wTfEEXKVZITCNVtf4MlhYevGVqijAesb3zftJDa3CEO16LsqvBWfMcdHilZeGBtUFGRNc15l7O9WrsIkkzrYY7MAYw6vf9lN4KEgDR1yJAPo5u090u7S66p4b0KnuP5eVPicMwkwaJOFcOtIJkx2X98V10H0RPgMwrxa2o5iUYy2G2yTMhuulhkmam21su6ClksNyV1Gd32rPZ17dknu9d4xdyzLksMzh3iAhac71VTffTESv5SsrCpjSh2cPLQzj7gmMrD3kXrwkZJfcKeXVmt90iK266BIXaBXIsDGqycya7zQg2RNZzN1XGck6uybGpjDHJQRDxJG9e1aB6Jo11Ax9XpHEPaNDSE20CSKzYvzQa9pohOx5qNlO6Fgs1xKMbFkxMOVsqss0N3XaXBwLB2mGD3fPevn3jg2Jsy7vKrZGjltCjQ57xRoTwm23ZEF3P44LaXQxwpZ2jnHYNnOyRGANBxOH7RWiIxTdhDAEJRrr0VsdHtryHEz8aDWN6qLlpi5JknrYrrhujTXKWka8kEvq0Q5cRtexHUJdKTpcUBP1MTZYmuu1hrnOCwnSwLcLVb99XOdzO8x2MKLchGWJxGLcgRYqqyHbGf0e19XwRNP5Y18wtjlWjLJ0gBHCPdnvb3kCMB8O5YylqOWFHSw6y7WKelAXuGym8MmkB0
yellow,7,16,2874,2020-04-17 12:24:22.378659,2020-04-17 13:12:16.378659,143.70,10.06,153.76,UbJhKZ9oPhJg89sgGdqcwT2TyZBMvjdNTpH7sS92z1oGJdCBUrSW6rIEVGMjrb9CIRzAiKxVdZEV9Ze3NMvuETn67pX76t2YtAZIygzJGyEIjQrSeO97PzmPDC39mMvPp2cuzQz2mVoiNbauQE2daSZ4H7ySEpiB1XGn2Xo9WBc0CDAnKe4dC4awXOCmXplcs7Y5MaFw0LgRAMNiskYHcGKUV2ZRrr3QfmafwpxO39kKQBiHXYLwEndAmGzdHppHqy6YsnUqK9uiQK4I4QC0UHXNyWgCccDPO72yAIOp1k0H87KL3uPV5FCOlAQsvi53AamGlMBxLjhhQR0PeRGcN5r3D4jgqrFfWNbAgaktFqL1yZcdGihpb77tvcuid1MGswJj0AEHZVw5RWCWYN0DGiYaP9RDkTRKVssGHyDxjq2PGNsucdlxGdE5aasodJymNgbJfFcbDmZybtExbRWmZYpJaZ74c9L0XzIYFkFjukcGtt3ilxWWDxrf4jVH5Qok8Jj33lKK9LsVS6hhR1tJB7JJuzRLX1lyNHnHDZ1UDvwMgvZIawOENhP1a2H54FLAILPU6aSeN4fypzOoTFJ3Qq0dVIEeMzAS60B3YxUxjVZ1zpactku773wAHtb7VHF3ly8YgZQE6MpWIodgoYeqiKv2sSjJHqktzRKayRpdRjZtI61MYCzK7Pj20bSw6yZ6SnzqrvQqY9wUlVyv3LDO4Ju7YX3mpFGUZS0rUGYMBSfSPQxW5v2N8lP0wEOSdp2K
yellow,9,20,3045,2020-04-17 12:24:22.379685,2020-04-17 13:15:07.379685,91.35,5.48,96.83,U1o4p3yMhUgsDiqRJYVT8j77E7s1zXItLjZppdRPBgY1oFTrFmIHeY9fk6tkbMBqqEmjXVyCXnlEFc05pJqD9ARSJFV4BPAytOWGN99pPyoweLxjqz5zOLzg6oV0yW2Zf7FOfkG9lpys6ZSUhkGCvrEGzn4LIDQtJZLqnL9TM1rVitm9GkDNj0mw5AdSeO0F73mkdQbbvjbeL2FBojlaecrj321WWOEFxsJohzHxFbeaMjITIAbbzOGBW3yDSILCzevx5MJwA7SUBD8vAlESnAYQB3rxjGpDKYzPVW1FDItiGrmffwCKIa2i6UAb5uVTrUadyrrfG4mSnpjiniPdVNgtEsygAj7wOARuV3tm3IQZduhhKzJ8GhS0sPDw2JgyPbRXIh8g4z6ZzJiOnLaYq0In6LIEybtx3AjxChSMML9AB1OqnY8LZEwqKhsk3oDElKq6s58chLJkVLQKu2WvxPOtq8vQ2qJcrT1QcOjTLQIkiO6K0SjyGWySMX1x7xNoiOjFuVv5mYbwe4QDXTDnPYe51Qm6O7IFq7vAmBa5BXXBq2dK5RjahNR9HBHFEaG5vIRExDWVizKbo5BpeOv7akZ0TjFvuAYGIfb3L8GfeBfz3LXoE4bmElsM7ItW10emsvQ1gjO9fPnnQ8aat2FwVRi8IiYd8rJi3ZkFaDtgqwOB0cBJcnr1D0J8i2t3LUvKR0T2TeILQhjp33VOAMLTC1HvEXrlwhVVXTOirthkmiuqz3fuf1S6Qy0A2GvpjggA
blue,1,9,6255,2020-04-17 12:24:22.380739,2020-04-17 14:08:37.380739,187.65,5.63,193.28,NP8EEexwjIVMTTLkj8jM7vZJTL3F4oGAhWZ4w12GF9XbPnPVZ2DkJQKzkoFyOFgTC9wJLaGFklqmAFyhOIGxqRDCrBUvQgrpGnLfL0DohMXKp4hez6rl2NInTkCZv00jndRyQhzdRo1QSN9kddhdsc0z7inqTsVFVzNXdJ8F5mLCr6Dx2wc1p72oEQEjzGgG7lm1pyNpw4A5m3i5Yp6hDhGKMFR5uIKWxACBc7dST7jsJ6VWsLyLHr3s3RP8cxw8aJN4zjncBG9kPhYcE6fHn0tmel999CHTXPTAINLFfmKsQJ9TFZdoe4U3GLisQKn0BHxoQhNHTmlDcMU81kJiotEwmlM7qgfPmmxp7uBYpAahdIJ6ey5TffRqGJxdkId4pHLINOlhCVSjgOyYp8Mlh9Jh6EVLovU0yKwcG6c7mjSmwXhSRb8T66FhfKFnT4iYp9Y9KZ09EwHAneslzhNJhewEwDDZeARtZYHORalshMMcR8tx01Tq88OwPplmpgJeuCue2wz2DUdVvcMqkdmCL2N7nBn9MOrCldIG4amWJKQirCx8WjkUYhLuBMiVpYBgGtG6TZSnNHE4f9SzuU8qzmkOY5J3x7fQyCgSgDBsdazxx8xTqm3o1oS6HB9He3yoYZ2pmBtbl1siUGphU92v1mug4oV40sM4EaFqy9xsKoPRYKDoGRipQ8HkghoX1zYIUNNKtaquf9Kaxx9Ct3Vu5iczitTNKRPNDSwlx3hALthQ5aAqzqn4SYxsSL7frq11
blue,9,13,6005,2020-04-17 12:24:22.462221,2020-04-17 14:04:27.462221,180.15,9.01,189.16,k1Lw1MFR7Frg5S5wOnk76EWT4qQilkjgbrPcF7aB6mtRUaKtUPmXjDlpYTFDkPDF9V1QJNaruZVP9iCN8DmnspcuG7s8YPaWSnOvzJuZIcW3nWo6ZTmxG5mHlrkPcRaSZi8OzOMEjQAI0lStF7ICRNmP37An5OFhTnN6tNBo8iXCmY0Lsw452hJiniPu4MKsAQ58woUtKmtyMvY7dVT60emAd91s2PSoSAwbGtygEmAQ6QUq5lPRVWzO2f9eYnHuSUInf57XpwXLfc3N9oUYJ1UXXFB5AEAohWMb4Cx0WlcSdWViUKPwIZHgxk42WJSFTTqmkbfWyzsDE1A3Ml6VwaWDDKXnMapIJwz1qajnEqouX6LA6ROrJQ5KXqSR2VYdy0ny0rzpb9mAk4DtQyE3eQmSQm09dUr1h56KMfoUYR2sjrrh5w3AJUshNL6OSKxHJWhBPbrrxvauarkwwou9uEmRBRu8MKTA0fK6IpR5ClxL1ZZX1Ht3kEgnaLd7bRW07KQ4BIAkgunfJ2SMpnOPcHMCfRs8Z6uJDLtPFo5wQja0UMudkt73HbuETuCddAZUSvpIaDRx4UjxfvHa9luLdsBwBnVV0lbzyHVMNWAJeuywPVSLqJxbmmKsegSYFhPdVrX7PgGwH4a6kAyOP4E51idM5M98QkGstFcPdgzOxB06Yb08jncpxfTLj8YS0u2VM9FyVlU4gzYPtfYcT5KHVyxqasbik4MP6HWrt4IqFwl60thBmlc4HU2ev1bkL88a
